content,flag
1.保养工时198元换机油844机油格发动机清洗保护260元,0
建议更换变速电脑,2
项目更换正时皮带组件套餐,0
"已经建议客户加宝马专用燃油添加剂,客户已经购买6瓶,今天没有",2
描述定速巡航不能用,1
更换火花塞1.8T.2.0,0
打不开,1
检查右前打灯不亮,1
检查加速时唑车,1
新车PDI拓号（车架号和发动机号）VIN:SF89351,0
发动机机油保养(费用预计:1150),0
更换机油及机油格198,2
泵不工作,1
描述检查打方向底盘有喳喳异响,1
发动机机舱，清洗,0
发动机舱线束清洁维护,0
需更换汽油泵,0
整车.概述:客户:空调不冷,1
更换右侧后部车门饰条,2
调整后桥和前桥(参见工作编号:3200,2
1.经车间技师检查发现发动机油底,0
客户要求更换火花塞检查发现火花塞不能正常工作火花塞损坏已更换火花塞,1
C.换发电机（4缸）,0
更换氧传感器、前摆臂球头销总成?,0
喷漆前杠右前叶右后视镜壳,2
"换机油,续保送工时材料各50元",2
会熄火随后起动会出现,1
检查前轮刹车片报警,1
更换预热水管（漏）,1
客户反映左后玻璃不好升降和驾驶位安全带锁扣会卡死,1
更换前护杠及附属件,2
蓝色关爱安全出行检测活动,2
清洁发动机舱及流水槽,0
打方向回方向市有异响,1
更换空气格、火花塞空调:更换空调格RecallAction:WE90(1.2.3.4.5.6)电气系统:,0
41K固定左前门饰板检查方向左偏,1
报价火花塞,0
检查不平路面车辆后部有异响,1
备注：经车间检查未见损坏现象,1
发动机维护（预计费用680元）,0
下次保养到：4763420131122,2
发动机清洗保护纳米修复,0
火花塞拆卸和安装(1.8L涡轮,0
检修动力转向传感器线束,2
凭机打发票单趟报销15元打的费,2
建议更换空调滤网、制动液、助力油、防冻液、变速箱油、火花塞,0
保养手册：有__无__已登记__电子保养记录__,2
原因左前门锁机失效,1
换前杠左，中，右开口盖3个,2
拆装四个火花塞,0
车辆偶尔出现油位测试失败经试车及电脑检测未发现故障,1
处理节气门线束建议再观察,0
项目：迎春保养（送PM2.5过滤膜）,2
44报警建议更换电瓶后再观察,1
右前半轴内球笼,2
太保1400,2
发动机清洗及保护,0
项目：检查行驶中右后轮异响,1
描述检查发动机下护板是否需更换,0
已建议客户更换机油散热器,0
建议会员,2
发动机润滑系统可视化清洗估价:580元,0
拆装修复喷漆部位,2
确认车辆无贵重物品，旧件是否保留（客户要求看旧件）,2
更新排气管前部隔热板,2
清洗节气门加进气系统,0
检查驾驶室座椅不能前后调节,1
检查过坎底盘悬挂有异响,1
检查轮胎及测气压,2
新宝来TSI5000km定期保养,2
检查行车挫车,1
"清洗节气门及编程(2.0,2.4)",0
空调消毒+臭氧杀菌,1
M更换油箱盖电机,2
拆装修复左前门前杠内板,2
右前门右前门外拉手油漆,2
清洗节气门260,0
更换凸轮轴油封?,0
检查颠簸路面感觉消音器异响,1
M2.客户反映过不平路,1
左后叶、左后门、右后门整形,2
更换节气门体到副水壶水管,0
检查车辆行驶中方向感不稳定,1
事故定损（安邦）,2
更换汽油泵控制单元建议再试,0
更换火花塞塞,0
"3.SRP003""悦享""保养套餐：空气滤芯保养(预计费用：)",2
高标准清洗节气门JB,0
其它：客户反映：发动机室有很浓的汽油,1
活动送发动机舱清洗+重点检查左后尾灯,0
新宝来1.64V\1.47500KM免费保养?,2
更换气门室垫2.0,2
检查不平路行驶时右后轮处异响,1
更换火花塞灰壳,0
左侧门槛受损修复、太平,1
后杠维修,2
D111.6AT发动机及变速箱控制模块标定刷新,0
屏幕有黑点换CD机,1
更换齿轮油波箱油,2
"零件价格：0.00,项目价格：25.65",2
发动机润滑清洗190,0
4.客户反映：汽油格保养到期费用1135元,1
项目发动机钛合金护板,0
项目换火花塞4(自带)?,0
发动机润滑系统清洗保养（清洗剂,0
重点关爱QCB客户,2
清洗油路及进气支管（客户不做）,0
两册下边梁拆装修复,2
更新两个发动机排气调节阀套件,0
天窗电机总成更换或拆装\个,2
购发动机保护剂(直接加入),0
漆工：发动机盖、两前叶子板、前保喷漆,0
检查车辆AC开关发卡,1
后减震器总成分解拆检只,1
客户反映车辆胎压不能复位,1
需维修CD机,2
修整右A柱(一度),2
修复左后轮眉、更换左后门,2
燃油滤清器保养费用为528元,0
右前挡泥板复位,2
更换两个氧传感器,0
型号：固特异22550R1798Y,1
检查在不平路面内饰松动异响,1
检查车辆行驶中左后部异响,1
换时规皮带、张紧轮及过桥轮,1
右底边及壁柱喷漆,2
2010春季服务双周活动?,2
发动机撑杆建议更换,0
检查：客户反映空调不制冷,1
更换左后尾灯30,2
检查轮胎后轮偏磨,1
拆卸所有火花塞点火线圈,0
BMW悦享套餐：包含12项常规保养服务，价格公开，全国统一，收费,2
拆装鼓风机及蒸发箱,1
后保险杠整形?,2
水箱冷却系统清洗养护,2
前杠拆装复位、左后包角拆装复位,2
检查行驶中熄火后,1
风道系统深化养护套餐礼遇,2
更换左尾灯（内,2
前桥壳体差速器:更换油封其他,1
检查1档加油前端有异响,1
有轻微感觉,2
更换油底壳1组,2
检查涡轮增压器,0
引擎熄火A=起动后立即熄火B=怠速运转，引擎负荷加重，熄火,1
扩印发动机号,0
更换机油机滤(CIVIC\CRV2.0)SM差价50,1
更换交流发电机后故障排除,1
制动系统维护(含辅料),2
任何车辆免费二手车评,2
更换机油四格s,2
已建议添加雨刮水,2
检查加油有翁翁响,1
检查路面不好时底盘有咯吱异响,1
前照灯转向灯:更换右前大灯,2
行李舱:检查后备箱漏水,1
注：机电单元订货！,2
检查空调开启时风量忽大忽小,1
"客户行驶里程数为8954KM,但是机油灯亮起,客户强烈要求做保养",1
打开空调有异味检查,1
代金券C券100元,2
中保养:客户确认更换机油、火花塞、空滤、空调滤、空调清洗、制动液、机舱清洗,0
项目检查未见异常在试,1
"标准胎压:前轮胎压2.6BAR,后轮胎压2.6BAR",2
更换火花塞2.0TSI,0
检查烟灰盒不能弹起来,1
SGM燃油系统清洗,2
发动机燃烧室深度除碳,0
项目汽油滤清器,0
清洗节气门燃烧室清洗,0
"客户反映,车辆行驶80100KM时车身有发抖",1
排气系统定期防锈保护,0
BG880节气门进气道喷油嘴机油道,0
大灯折装2015非保险赔付,2
检查发动机出现过多次熄火,1
处理空调进水,1
客户反映5060行驶中车身抖动,1
建议换火花塞?,0
精品部粘雨眉,1
建议更换火花塞清洗积碳?,0
检查左前近光灯向左偏,1
更换导航光碟升级,2
更换前胎,2
检查右后门遥控锁不住,1
其它：检查踩刹车后轮有响声,1
项目：机油测量并更换活塞（工单中无其,2
"客户反映行驶时右前轮有""呜呜”异响",1
更换机油、机滤（非TSI不含检测,2
更换出水管、储物盒、发电机皮带、大线,0
后备胎仓、左后叶子板、里口修复,2
N3万公里保养(新宝来CLSN),2
检行驶发动机有呼呼嗓音,0
主驾仪表台和前挡玻璃连接处响,1
更换手刹车拉线及油箱固定带及发动机防溅板,0
摇控不能开门更换电池,1
更换外部皮带及轮、惰轮,2
8000KM规范保养A级,2
更换储物箱上亮条,2
"四轮均有轻微异常磨损,建议更新后定位",1
仪表损坏,1
检查拆装后桥壳,2
2012夏季送清凉活动,2
（上海大众）发动机润滑系统深化养护,0
后保险杠右侧拆装喷漆,2
对左后门进行喷漆,2
项目：更换发电机总成,0
润滑系统动态加压免拆清洗,1
清洁发动机仓及导水槽测温度,0
更换两边后制动片(B5),2
检查客人反映灯光报警（多次维修,1
经销商处理,2
和悦A30送保养一次,2
车轮:26项免费检查+发动机线路清洁,0
对此车辆进行对平衡杆胶套进行打上润滑油故障消失,1
挂档杆内部故障?,1
机舱清洗、发动机清洗,0
项目：发动机深化保养（清洗剂）,0
事故更换受损附件,1
EeO??O??AaE?.,2
检查减震漏油,1
前刹车皮薄(暂不处理),2
自动空调控制总成.更换,2
拆装或更换水软管(进气支管下方),0
待永诚定价,2
空调系统杀菌消毒1180元,2
升降器故障导致,1
"首保,倒档不好挂,发动机噪音大,一档换二档时噪音大?",1
Y空调异味检查,1
64750侧窗窗格1521裂纹裂缝,1
"人保,欠身份证,帐号,送修人周生",2
带变速箱的发动机拆卸和安装?,0
"暂对调氧传感器1,观察使用",0
事故拆解后杠尾灯防撞梁报价,1
（上海大众）更换火花塞,0
(SRP002微尘滤清器保养),2
项目：195,2
发动机前端盖垫，曲轴前油封渗油,1
检查发动机内部,0
检查客人反映左前轮胎气压不足,1
更换发动机油底壳.元宝梁,0
后底板钣金喷漆,2
更换燃油泵控制单元0,0
发动机机舱表面清洁养护（180元）,0
发动机舱清洗(已做),0
检查客户反映的车辆灯光报警(更,1
"“亲”浓金秋,乐享颜值+—2015年江淮秋季活动",2
客户反映车辆后排烟灰缸打不开,1
检查发动机护板螺丝,0
更换两后视镜转向边灯,2
机电控制单元基本设置,2
客户反映:尾气冒烟大请检查,1
更换后轮刹车片（活动）,2
客户反映:车辆冷车启动发动机前部响声大,1
发动机清洗及养护(免拆),0
礼包3臭氧消毒+空调风道清洗,1
机油冷却器总成,0
检查两侧底槛松动,1
燃油系统深化保养(喷油嘴、进气歧管、节气门),0
发动机光亮剂?,0
清洗节气门(TSI),0
前挡破裂,1
免拆清洗套餐(三洗),2
检查审车未通过,2
润滑车门铰链、清洁发动机舱,0
检查客户反映空调制冷差,1
更换右前格珊前杠装复,2
检查喇叭杂音,1
四车门喷漆,2
下次行驶至73560公里保养建议更换四轮轮胎建议清洗节气门喷油嘴建议更换火花塞,0
更换火放油螺丝,0
（在修理厂换汽油泵拖回去质保）,0
客户反映踩刹车异响,1
换发动机下护板,0
6452R右前窗升降机构1511断裂更换后正常,1
发动机总成:缸体总成拆装更换.包含使用测试器做4轮定位,0
主驾驶拉紧装置,1
检查左前门组合开关不能控制左后门需更换开关,1
项目地毯赠送,2
更换发动机支架（右）,0
检查往左打死右前异响,1
检查轮胎异响,1
42592公里规范常规保养(常规机油)E,2
3M免拆清洗节气门喷油嘴进气道,0
更换后减震器缓冲胶块,1
电脑检测电瓶,2
发动机舱电路线束保护,0
事故拆检(需检测及路试项目除外),2
检查打雨刷异响观察,1
空调系统抽真空加制冷剂,2
项目更换右侧小灯灯泡保险,2
清洗喷油嘴、节气门、进气道,0
更换右前门锁总成后故障排除,1
客户述：前杠，右大灯及右前侧围受损（中保,1
需要更换遥控电池,2
拆装清洗节气门体180(66),0
更新一个喷射阀（第二缸）,2
检查机油滤芯扣坏,1
经电脑检查有进气门积碳故障,1
检查左后门窗金属条翘起,1
BMW4缸发动机的喷油咀清洗,0
A1发动机线路养护3,0
更换机油机滤空调滤(1.8T2.0T),2
项目发动机润滑系统清洗180,0
检查后尾箱盖无法关闭,1
清洗节气门:450,0
服务顾问：朱洲（电话：）,2
检查发动机机底盘噪音大,1
更换右前前叶子板,2
组合开关总成更换后故障排除,1
风挡雨刷器更换,2
喷漆：尾盖及附件,2
中网.更换(K),2
钣金修复前杠、左前叶子板,2
项目：更新上水管及缸头至节温器水管,0
发动机调整:清洗节气门阀体,0
项目：读取诊断系统中的故障代码存储器,1
左前摇臂胶烂（暂不处理）,1
建议更换火花塞及全车油液,0
收音机屏幕不亮,1
二手车辆检测报价,2
检查左前减震颠簸路面吱吱响,1
项目：发动机养护,0
检查胎压灯报警5w40,1
中央导线束维修,2
项目：更换1侧的前部避震器,1
发动机润滑系统油腻清洗,0
注:压缩机工作不良,1
清洗节气门(POLO)含匹配,0
更换机油、机滤（发动机深层清洁,0
检查行驶颠簸路面时左前门有异响,1
描述缺货,1
保养公里数调成7500公里,2
右前门及护板、右前翼子板及护板,2
检查天窗关闭不畅,1
检查加油异响处理底护板,1
客户描述:检查节气门,0
更换后杠中段亮条,2
更换左前轮旋+喷漆,2
客户反映更换变速箱油,1
发动机盖钣金（1010）,0
发动机润滑系统养护(免工时),0
更换副水壶和盖,2
周金明,2
积碳清理(三元催化、氧传感器、燃烧室)优惠100元,0
客户反映昨天变速箱报警,1
发动机润滑系统高效维护,0
发动机下护板丢失,0
2012秋季呵护免费检测,2
夏朗汽油滤清器,0
"车窗玻璃粘合剂密封条,挡风玻璃胶,挡风玻璃,挡风玻璃左外防护条,其他,挡风玻璃外侧上防护条,挡风玻璃右外防护条,",1
前轮：2.5bar，后轮3.0bar,2
清洗节气门，电脑匹配,0
清洗节气门(优惠券),0
描述检查右前门玻璃升降异常,1
更换后备胎盖板,2
项目发动机氢氧除碳,0
添加：冷媒,2
设备深层清洗发动机(含材料),0
更换发动机下罩板(左),0
更换后排右后座椅座椅蒙面(人造皮革,2
RSS(燃烧清洗),2
保养更换机油四虑火花塞清洗保护,0
"车辆左前杠上,下部,左前轮眉,前机盖,",2
检查慢速行驶后轮有兹兹异响,1
更换空气格空调格汽油格火花塞,0
清洗节气门(含材料159),0
原因建议清洗发动机积碳,0
项目：检查低速慢刹车右后轮处有摩擦声,1
清洗进气门体,2
更换氧传感器、发动机线速、空调管,0
右前门门衬板故障,1
水箱框架喷漆(霸道),2
敲校右前门右前叶,2
索赔更换阀体?,2
发动机罩:头盖抛光,0
保险公司协议价,2
Replacingrearlidrelease,2
自动变速箱深化保养(W),2
更换刹车盘片,2
车抖（暂无现象，客户先跑跑看）,1
客户反映有把钥匙失效,1
转弯偶尔异响,1
四轮加氮气+发动机线束检查,0
左后杠反光片:更换,2
更换后减震器总成(两侧),1
更换发动机螺丝,0
客户反映：踩刹车有异响,1
更换发动机水温传感器,0
清洗进气道喷油嘴节气门、三元催,0
拆装或更换发电机总成(工艺MR10),0
客户反映高速超过100码车身抖,1
备注:我司技师估价分解发动机,0
清洁烟灰缸、发动机机舱、门铰链润滑,0
更换:左后杠亮条,2
更新发动机回流管,0
前杠.大灯及右前后门防擦条,2
设置7500KM提示保养,2
2015新年服务活动发动机舱深度保养维护,0
